Generation,Is_Elite,Modules in Series,Modules in Parallel,Module Design,cell,module_voltage_sensor,module_temperature_sensor,module_pcb,module_bms,module_signal_connector,module,pack_voltage_sensor,pack_current_sensor,pack_pcb,pack_bms,pack_signal_connector,pack_power_connector,pack_busbar,pack_relay,pack_fuse,CC_Summed,CC_Aspect_glider,CC_Aspect_powertrain,CC_Aspect_energy storage,CC_Aspect_energy chain,CC_Aspect_maintenance,CC_Aspect_EOL,CC_Aspect_road,CC_Aspect_direct - non-exhaust,CC_Aspect_direct - exhaust,curb_mass,total_battery_mass,battery_cell_mass,battery_bop_mass,battery_lifetime_replacements,battery_cell_mass_share,battery_cell_mass_share_NMC,TtW_energy,TtW_efficiency,electricity_consumption
0,True,1,14,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.05349901447349058,0.005592820537309173,0.003495532178748496,0.007838096001802195,0.00842482526925538,0.0018101352103892872,0.0004317822243001663,0.025905823051685876,0.0,0.0,17432.78125,4057.135498046875,3324.0,733.1355590820312,0.7729677557945251,0.8192972540855408,0.8192972540855408,4352.38720703125,0.7030413150787354,1.4223487377166748
0,False,5,15,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0.04984622430631146,0.005441387067335242,0.00340088573627779,0.005004572935023941,0.008360015192472706,0.0017611232576182935,0.0002094425967991953,0.025668797520784287,0.0,0.0,18041.7890625,4422.2353515625,3324.0,1098.2353515625,0.031194161623716354,0.7516560554504395,0.7516560554504395,4439.10009765625,0.6959398984909058,1.4506863355636597
0,False,5,13,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.049967098679635155,0.005458757788675856,0.0034117424971928114,0.00503881855254897,0.00838077006321095,0.0017667453501061092,0.000212967691701697,0.025697296736198767,0.0,0.0,17971.9296875,4374.35595703125,3324.0,1050.35595703125,0.05061739310622215,0.7598832845687866,0.7598832845687866,4435.9599609375,0.6964818835258484,1.449660062789917
0,False,4,8,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0.05000579084012889,0.0055364854846745165,0.0034603225760154403,0.0048115456483553976,0.008385165451473437,0.0017919021807984276,0.00019970532136712846,0.025820664177444542,0.0,0.0,17659.3359375,4202.95068359375,3324.0,878.9506225585938,0.04583584517240524,0.7908729314804077,0.7908729314804077,4375.9765625,0.7022082805633545,1.4300576448440552
0,False,4,11,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0.05000953952925566,0.005528539732876902,0.003455356453661321,0.004843600193283449,0.008382680479739899,0.0017893305114580781,0.00020166559945792095,0.025808366558778086,0.0,0.0,17691.294921875,4221.79052734375,3324.0,897.79052734375,0.047716230154037476,0.7873436808586121,0.7873436808586121,4380.966796875,0.7020562887191772,1.4316885471343994
0,False,2,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.05007522044111341,0.005560549969032414,0.0034753629619668357,0.004779564744356435,0.008403733364141476,0.0017996907322396026,0.00019884015016105572,0.025857478519215594,0.0,0.0,17562.55859375,4140.109375,3324.0,816.1094360351562,0.056589774787425995,0.8028773069381714,0.8028773069381714,4366.6865234375,0.7023683190345764,1.4270217418670654
0,False,5,10,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0.05008055499867256,0.0054988533244772035,0.0034368023457402143,0.005032101740457339,0.008357494236802137,0.0017797224053592287,0.00021379502349498297,0.025761785922341452,0.0,0.0,17810.6796875,4299.828125,3324.0,975.8280029296875,0.06670762598514557,0.7730541825294495,0.7730541825294495,4391.38427734375,0.701423168182373,1.4350929260253906
0,False,4,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0.050089352947235294,0.005545961036865977,0.0034662448289065717,0.004853625333668092,0.008389928156534094,0.0017949689751904922,0.00020338607866324986,0.02583523853740682,0.0,0.0,17621.23046875,4179.51806640625,3324.0,855.517822265625,0.06149684637784958,0.7953070402145386,0.7953070402145386,4370.98095703125,0.7023972272872925,1.4284251928329468
0,False,3,9,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0.05014973401274628,0.005548246839989594,0.0034676734637643486,0.004901093810777138,0.008391207655927579,0.0017957087830728436,0.00020706381534385014,0.025838739643870928,0.0,0.0,17612.0390625,4173.78857421875,3324.0,849.7885131835938,0.07350941747426987,0.7963987588882446,0.7963987588882446,4369.8466796875,0.7024434804916382,1.4280544519424438
0,False,2,11,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0.050179044281212004,0.005559332215696006,0.003474601861919946,0.004880062083239944,0.00840382309953804,0.0017992966022693853,0.000206296880605806,0.02585563153794287,0.0,0.0,17567.45703125,4142.7900390625,3324.0,818.7900390625,0.07805541902780533,0.8023578524589539,0.8023578524589539,4367.68994140625,0.7023465037345886,1.42734956741333
