Generation,Is_Elite,Modules in Series,Modules in Parallel,Module Design,cell,module_voltage_sensor,module_temperature_sensor,module_pcb,module_bms,module_signal_connector,module,pack_voltage_sensor,pack_current_sensor,pack_pcb,pack_bms,pack_signal_connector,pack_power_connector,pack_busbar,pack_relay,pack_fuse,CC_Summed,CC_Aspect_glider,CC_Aspect_powertrain,CC_Aspect_energy storage,CC_Aspect_energy chain,CC_Aspect_maintenance,CC_Aspect_EOL,CC_Aspect_road,CC_Aspect_direct - non-exhaust,CC_Aspect_direct - exhaust,curb_mass,total_battery_mass,battery_cell_mass,battery_bop_mass,battery_lifetime_replacements,battery_cell_mass_share,battery_cell_mass_share_NMC,TtW_energy,TtW_efficiency,electricity_consumption
0,True,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.1091590218559439,0.0056283358559804635,0.003517729375748801,0.008039094892073476,0.06374243931358153,0.0018216298629364668,0.0004521235197039855,0.025957669035919152,0.0,0.0,17289.94921875,3963.23388671875,3324.0,639.2339477539062,0.8686373829841614,0.8387089967727661,0.8387089967727661,4338.77978515625,0.7038020491600037,1.417901873588562
0,False,5,13,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0.1047178680186233,0.005490567528102836,0.00343162369434957,0.005052217989286649,0.06300297100201217,0.001777040679445925,0.00021483891963892485,0.02574860820578723,0.0,0.0,17844.00390625,4319.8154296875,3324.0,995.8155517578125,0.06568934768438339,0.7694773077964783,0.7694773077964783,4396.05126953125,0.7012608051300049,1.4366179704666138
0,False,5,15,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.10485437113720127,0.005463897320479317,0.0034149547223451923,0.005090619261716657,0.06319388291447949,0.001768408776890555,0.00021694396981789904,0.025705664171472156,0.0,0.0,17951.259765625,4364.248046875,3324.0,1040.2481689453125,0.06382016092538834,0.7616432309150696,0.7616432309150696,4430.89501953125,0.6966120004653931,1.4480048418045044
0,False,5,12,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.10485525107378224,0.005478641381138601,0.0034241698112500015,0.0052752402991890265,0.06294396822144996,0.0017731807417990387,0.00023054511411621753,0.025729505504839403,0.0,0.0,17891.96484375,4349.76708984375,3324.0,1025.76708984375,0.10450927913188934,0.7641788125038147,0.7641788125038147,4401.49462890625,0.7011916637420654,1.43839693069458
0,False,5,12,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0.10485877699487445,0.005478534962021061,0.003424103298933486,0.005279158073854811,0.06294367410731706,0.0017731462988930967,0.00023082696528669728,0.02572933328856823,0.0,0.0,17892.39453125,4350.0185546875,3324.0,1026.018310546875,0.10526246577501297,0.7641347050666809,0.7641347050666809,4401.5595703125,0.7011896371841431,1.4384181499481201
0,False,4,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.10486709851822593,0.005528610069120642,0.003455400414056918,0.004861192087800504,0.06322109047897236,0.0017893532760203433,0.00020297497321353518,0.02580847721904163,0.0,0.0,17691.01171875,4221.62939453125,3324.0,897.6295776367188,0.05156445875763893,0.7873736619949341,0.7873736619949341,4380.91650390625,0.7020576596260071,1.4316719770431519
0,False,5,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0.10498763712766476,0.005546996181026894,0.0034668917975872213,0.004857846897992795,0.06328001030934878,0.0017953040030858102,0.00020376296916886532,0.0258368249694544,0.0,0.0,17617.068359375,4176.92626953125,3324.0,852.92626953125,0.06315038353204727,0.795800507068634,0.795800507068634,4370.46484375,0.7024181485176086,1.4282563924789429
0,False,4,9,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.10500892266807427,0.005544947766981828,0.003465611531724556,0.004892345445152795,0.06327148331131242,0.0017946410269785499,0.00020621085689425308,0.025833682729029857,0.0,0.0,17625.3046875,4182.04931640625,3324.0,858.04931640625,0.06924828141927719,0.7948256134986877,0.7948256134986877,4371.48974609375,0.7023769021034241,1.4285914897918701
0,False,3,12,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0.10509834669479261,0.005545003322108577,0.003465646253870913,0.004975174704910461,0.06327170541017905,0.0017946590075825003,0.00021238624977351134,0.02583377174636758,0.0,0.0,17625.083984375,4181.9130859375,3324.0,857.9130859375,0.08739006519317627,0.794851541519165,0.794851541519165,4371.4619140625,0.70237797498703,1.4285821914672852
0,False,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.10511871199580475,0.005441411293318818,0.0034009008776013107,0.005547300719592662,0.06305012701340308,0.0017611310984395007,0.00024900854283419437,0.025668832450615173,0.0,0.0,18041.689453125,4422.17724609375,3324.0,1098.1771240234375,0.1430390626192093,0.7516659498214722,0.7516659498214722,4439.083984375,0.6959407329559326,1.4506809711456299
